,lower,upper,l_lks,u_lks,lks_sum,w_avg,dist
0,0.0,0.0,0.08183255170782407,0.06248928482333819,0.07216091826558113,0.0,0.0
1,0.0,0.0,0.07977279120435317,0.06101383703450362,0.0703933141194284,0.0,0.0
2,0.0,0.0,0.08366250184675057,0.06118610128760338,0.07242430156717697,0.0,0.0
3,0.0,0.0,0.08315768154958884,0.06172764922181765,0.07244266538570325,0.0,0.0
4,0.0,0.0,0.08087918503830831,0.058087834467490516,0.06948350975289941,0.0,0.0
5,0.0,0.0,0.08241881399104993,0.06127610430121422,0.07184745914613208,0.0,0.0
6,0.0,0.0,0.08197119925171137,0.060490578413009644,0.0712308888323605,0.0,0.0
7,0.0,0.0,0.06880785338580608,0.058868257949749626,0.06383805566777785,0.0,0.0
8,0.0,0.0,0.0776205478856961,0.060143635297815,0.06888209159175555,0.0,0.0
9,0.0,0.0,0.07836233389874299,0.06006258229414622,0.0692124580964446,0.0,0.0
10,0.0,0.0,0.07246946512411039,0.05729076266288757,0.06488011389349899,0.0,0.0
11,0.0,0.0,0.07635922264307737,0.05801479580501715,0.06718700922404726,0.0,0.0
12,0.0,0.0,0.07510888235022624,0.05903291329741478,0.0670708978238205,0.0,0.0
13,0.0,0.0,0.0749583054954807,0.059610214084386826,0.06728425978993377,0.0,0.0
14,0.0,0.0,0.07442144770175219,0.058059629052877426,0.0662405383773148,0.0,0.0
15,0.0,0.0,0.07634139868120353,0.05983456286291281,0.06808798077205817,0.0,0.0
16,0.0,0.0,0.0704063323015968,0.05893374544878801,0.0646700388751924,0.0,0.0
17,0.0,0.0,0.07748912709454696,0.0607723668217659,0.06913074695815644,0.0,0.0
18,0.0,0.0,0.07705317623913288,0.058051481222112976,0.06755232873062293,0.0,0.0
19,0.0,0.0,0.06547158646086852,0.055615466088056564,0.06054352627446254,0.0,0.0
20,0.0,0.0,0.0795195521786809,0.05814363124469916,0.06883159171169002,0.0,0.0
21,0.0,0.0,0.07963920974483092,0.05879135305682818,0.06921528140082955,0.0,0.0
22,0.0,0.0,0.0615736385807395,0.05487452323238055,0.05822408090656002,0.0,0.0
23,0.0,0.0,0.07947274933879574,0.05620893525580565,0.0678408422973007,0.0,0.0
24,0.0,0.0,0.07996534959723552,0.05784101287523905,0.06890318123623729,0.0,0.0
25,0.0,0.0,0.06289156914378206,0.054219670593738556,0.05855561986876031,0.0,0.0
26,0.0,0.0,0.07896307436749339,0.054933504511912666,0.06694828943970303,0.0,0.0
27,0.0,0.0,0.07931714411824942,0.05646005334953467,0.06788859873389204,0.0,0.0
28,0.0,0.0,0.06649079639464617,0.053973531971375145,0.06023216418301065,0.0,0.0
29,0.0,0.0,0.07317979292323191,0.055366059144337974,0.06427292603378494,0.0,0.0
30,0.0,0.0,0.07374392294635375,0.05468629797299703,0.06421511045967539,0.0,0.0
31,0.0,0.0,0.07877817874153455,0.06511565980811913,0.07194691927482684,0.0,0.0
32,0.0,0.0,0.07301407866179943,0.04113799768189589,0.05707603817184766,0.0,0.0
33,0.0,0.0,0.07283509988337755,0.04012919403612614,0.056482146959751844,0.0,0.0
34,0.0,0.0,0.07322949326286714,0.06966608328123887,0.071447788272053,0.0,0.0
35,0.0,0.0,0.0702604486917456,0.050889965146780014,0.060575206919262804,0.0,0.0
36,0.0,0.0,0.06757789803668857,0.05130725229779879,0.059442575167243675,0.0,0.0
37,0.0,0.0,0.056277256458997726,0.051768927524487175,0.05402309199174245,0.0,0.0
38,0.0,0.0,0.058861155062913895,0.07223101519048214,0.06554608512669802,0.0,0.0
39,0.0,0.0,0.06993962575991948,0.07465109415352345,0.07229535995672146,0.0,0.0
40,0.0,0.0,0.0645795490903159,0.05660699990888437,0.06059327449960013,0.0,0.0
41,0.0,0.0,0.0659411611656348,0.06155139269928137,0.06374627693245809,0.0,0.0
42,0.0,0.0,0.06833253785346945,0.054186614230275154,0.0612595760418723,0.0,0.0
43,0.0,0.0,0.06223749757433931,0.052779062961538635,0.05750828026793897,0.0,0.0
44,0.0,0.0,0.04285442798087994,0.05256305324534575,0.047708740613112845,0.0,0.0
45,0.0,0.0,0.06373613839969039,0.07586475647985935,0.06980044743977487,0.0,0.0
46,0.0,0.0,0.043023289646953344,0.041927759846051536,0.042475524746502444,0.0,0.0
47,0.0,0.0,0.05303064066295823,0.040850293512145676,0.04694046708755195,0.0,0.0
48,0.0,0.0,0.04804087709635496,0.04610180916885535,0.04707134313260515,0.0,0.0
49,0.0,0.0,0.052011743964006506,0.045061604430278145,0.048536674197142325,0.0,0.0
50,0.0,0.0,0.04907585307955742,0.04283107506732146,0.045953464073439435,0.0,0.0
51,0.0,0.0,0.049327995317677654,0.048897204299767814,0.049112599808722734,0.0,0.0
52,0.0,0.0,0.06823173522328337,0.04960127423206965,0.05891650472767651,0.0,0.0
53,0.0,0.0,0.03366408605749408,0.10870355181396008,0.07118381893572708,0.0,0.0
54,0.0,0.0,0.07286044753467043,0.042113956063985825,0.057487201799328126,0.0,0.0
55,0.0,0.0,0.038181422743946314,0.042317175616820656,0.04024929918038349,0.0,0.0
56,0.0,0.0,0.07073550888647635,0.044723136350512505,0.05772932261849443,0.0,0.0
57,0.0,0.0,0.042141924457003675,0.05800225337346395,0.05007208891523381,0.0,0.0
58,0.0,0.0,0.05562854496141275,0.04640397056937218,0.05101625776539247,0.0,0.0
59,0.0,0.0,0.04934952252854904,0.05849244693915049,0.053920984733849764,0.0,0.0
60,0.0,0.0,0.06517980977271993,0.05579302397867044,0.060486416875695184,0.0,0.0
61,0.0,0.0,0.05210404874136051,0.0796565239628156,0.06588028635208805,0.0,0.0
62,0.0,0.0,0.053194313465307154,0.06999492334822814,0.06159461840676765,0.0,0.0
63,0.0,0.0,0.06618852028623223,0.06209228311975797,0.0641404017029951,0.0,0.0
64,0.0,0.0,0.047887557186186314,0.05841128838558992,0.05314942278588812,0.0,0.0
65,0.0,0.0,0.058682538103312254,0.048982489854097366,0.05383251397870481,0.0,0.0
66,0.0,0.0,0.056862099561840296,0.04580564424395561,0.051333871902897954,0.0,0.0
67,0.0,0.0,0.06421670038253069,0.06766487533847491,0.06594078786050281,0.0,0.0
68,0.0,0.0,0.05527579582606753,0.0512696256240209,0.05327271072504421,0.0,0.0
69,0.0,0.0,0.05509171215817332,0.059381537760297455,0.057236624959235385,0.0,0.0
70,0.0,0.0,0.05359799166520437,0.05912425058583418,0.056361121125519276,0.0,0.0
71,0.0,0.0,0.05587297864258289,0.056485043838620186,0.05617901124060154,0.0,0.0
72,0.0,0.0,0.056336876625816025,0.05386210170884927,0.05509948916733265,0.0,0.0
73,0.0,0.0,0.04653844997907678,0.04949829044441382,0.0480183702117453,0.0,0.0
74,0.0,0.0,0.055808910013486944,0.04761174817879995,0.05171032909614345,0.0,0.0
75,0.0,0.0,0.05406607361510396,0.04713060023883978,0.05059833692697187,0.0,0.0
76,0.0,0.0,0.05650910036638379,0.0428004264831543,0.049654763424769044,0.0,0.0
77,0.0,0.0,0.050900525568674006,0.0461248184243838,0.0485126719965289,0.0,0.0
78,0.0,0.0,0.05335941150163611,0.04685127859314283,0.05010534504738947,0.0,0.0
79,0.0,0.0,0.0566377753081421,0.04227780302365621,0.04945778916589916,0.0,0.0
80,0.0,0.0,0.05343393888324499,0.046387640138467155,0.04991078951085608,0.0,0.0
81,0.0,0.0,0.053407453931868076,0.046411013851563133,0.0499092338917156,0.0,0.0
82,0.0,0.0,0.05618563201278448,0.041591028372446694,0.048888330192615584,0.0,0.0
83,0.0,0.0,0.06208271331464251,0.0425839697321256,0.05233334152338406,0.0,0.0
84,0.0,0.0,0.06410511893530686,0.04616857382158438,0.055136846378445625,0.0,0.0
85,0.0,0.0,0.05663431684176127,0.0390052975465854,0.047819807194173336,0.0,0.0
86,0.0,0.0,0.062419045716524124,0.04019880605240663,0.05130892588446538,0.0,0.0
87,0.0,0.0,0.06562880395601194,0.0430282453695933,0.05432852466280262,0.0,0.0
88,0.0,0.0,0.05426251329481602,0.046516300489505134,0.05038940689216058,0.0,0.0
89,0.0,0.0,0.06342440051957965,0.05050035131474336,0.05696237591716151,0.0,0.0
90,0.0,0.0,0.05767156618336836,0.049478804071744285,0.053575185127556324,0.0,0.0
91,0.0,0.0,0.05001289009427031,0.046437676375110946,0.04822528323469063,0.0,0.0
92,0.0,0.0,0.06350277333209912,0.04785539644459883,0.05567908488834898,0.0,0.0
93,0.0,0.0,0.06550209845105807,0.047877719004948936,0.0566899087280035,0.0,0.0
94,0.0,0.0,0.05085572445144256,0.047282510747512184,0.04906911759947737,0.0,0.0
95,0.0,0.0,0.06320017607261737,0.04790178251763185,0.055550979295124606,0.0,0.0
96,0.0,0.0,0.062181102111935616,0.051224264626701675,0.05670268336931865,0.0,0.0
97,0.0,0.0,0.05159656563773751,0.0465748713662227,0.04908571850198011,0.0,0.0
98,0.0,0.0,0.06749820802360773,0.042754245921969414,0.05512622697278857,0.0,0.0
99,0.0,0.0,0.06831785337999463,0.04281014762818813,0.05556400050409138,0.0,0.0
100,0.0,0.0,0.06303969646493594,0.03966072822610537,0.05135021234552066,0.0,0.0
101,0.0,0.0,0.06972129456698895,0.04416710821290811,0.05694420138994853,0.0,0.0
102,0.0,0.0,0.07210336128870647,0.04393653136988481,0.058019946329295635,0.0,0.0
103,0.0,0.0,0.06474777745703857,0.03959545120596886,0.05217161433150371,0.0,0.0
104,0.0,0.0,0.06890418473631144,0.03909932573636373,0.05400175523633759,0.0,0.0
105,0.0,0.0,0.07399626759191354,0.04051742392281691,0.05725684575736523,0.0,0.0
106,0.0,0.0,0.06659972667694092,0.04200584379335245,0.054302785235146686,0.0,0.0
107,0.0,0.0,0.06308671707908313,0.04019494727253914,0.051640832175811134,0.0,0.0
108,0.0,0.0,0.06609024479985237,0.04052343343695005,0.053306839118401214,0.0,0.0
109,0.0,0.0,0.06185437800983588,0.04139975396295389,0.05162706598639488,0.0,0.0
110,0.0,0.0,0.06518068226675193,0.0448607491950194,0.05502071573088567,0.0,0.0
111,0.0,0.0,0.06663132924586535,0.04175451397895813,0.05419292161241174,0.0,0.0
112,0.0,0.0,0.06102540343999863,0.03761024586856365,0.04931782465428114,0.0,0.0
113,0.0,0.0,0.06384011606375377,0.0372164628158013,0.05052828943977754,0.0,0.0
114,0.0,0.0,0.06856178088734548,0.0416103278597196,0.055086054373532534,0.0,0.0
115,9.123172028897075,77.34755523802178,0.05916823074221611,0.047960262124737106,0.05356424643347661,39.66648701860596,39.66648701860596
116,9.123172028897075,77.34755523802178,0.05789305176585913,0.03968822459379832,0.04879063817982872,36.87137070583647,2.795116312769494
117,9.130853989485402,77.35868098506691,0.0642373242105047,0.03944183265169462,0.05183957843109965,35.08622068025784,1.7851500255786306
118,9.130853989485402,77.35868098506691,0.053699662908911705,0.04155806824564934,0.04762886557728052,38.8965922258298,3.810371545571961
119,9.121898735201484,77.34598030872121,0.05460964826246103,0.03997562577327093,0.04729263701786598,37.95620070780905,0.9403915180207463
120,9.14627470022214,77.37698171563264,0.05461941193789244,0.03869247498611609,0.04665594346200426,37.43864999672392,0.5175507110851356
121,9.133539999640169,77.36366953656963,0.0553495849793156,0.03985385658840338,0.04760172078385949,37.695887671060845,0.25723767433692757
122,9.136513396640861,77.36798096012755,0.0558477696031332,0.038516316252450146,0.04718204292779167,36.9863543527227,0.7095333183381456
123,9.140479665102774,77.37593900749289,0.05597523817171653,0.037681364454329014,0.04682830131302278,36.59401887210908,0.39233548061361745
124,9.129626882129418,77.35691893335262,0.05167966149747372,0.03691609234859546,0.04429787692303459,37.55858543508266,0.9645665629735802
125,9.129626882129418,77.35691893335262,0.05351457713792721,0.03818724614878496,0.045850911643356085,37.541410882095214,0.01717455298744852
126,9.14606003342104,77.38534880971602,0.05387835639218489,0.03873793284098307,0.04630814461658398,37.688004518774996,0.14659363667978198
