,lower,upper,l_lks,u_lks,lks_sum,w_avg,dist
0,39.672445351889024,24.35266029352302,0.08567554131150246,0.08417391528685887,0.08492472829918066,32.08027334532738,0.0
1,39.72702656600267,25.180741397676663,0.08860665932297707,0.08617785697182019,0.08739225814739862,32.554951434398916,0.4746780890715385
2,40.19149065969108,23.501425299453377,0.08727770795424779,0.08507127873599529,0.08617449334512153,31.953291934829412,0.6016594995695037
3,40.19149065969108,27.593628080480716,0.08748149375120799,0.08275382158656915,0.08511765766888857,34.06748947824678,2.114197543417365
4,40.19149065969108,25.56040877368678,0.08937364568312962,0.08731355704367161,0.08834360136340061,32.96124544017985,1.1062440380669258
5,40.08928101687697,24.63332214361401,0.09362401440739632,0.08190263931949933,0.08776332686344782,32.87736306563819,0.08388237454165903
6,40.12850968605437,23.129273112831296,0.08796943599979083,0.08364657995601495,0.08580800797790289,31.842989285793536,1.0343737798446568
7,40.12850968605437,25.220199857662514,0.08771355946858723,0.08079477399587631,0.08425416673223177,32.98041499850327,1.1374257127097351
8,40.24081462500098,23.942503672784156,0.09015450502435367,0.08257768489420414,0.08636609495927891,32.44911820319049,0.5312967953127838
9,40.13692345636229,22.11405149205389,0.09122675408919652,0.08048137711981933,0.08585406560450792,31.689416951407896,0.759701251782591
10,39.95347900905448,23.821464045014217,0.08104219163457553,0.08414335735142231,0.08259277449299893,31.736041659054848,0.046624707646952146
11,40.775041522787824,19.77273501794944,0.09200272584954898,0.08020818326622248,0.08610545455788574,30.99310112305981,0.7429405359950394
12,40.83597413969602,21.85637213921376,0.0878258403390646,0.08042372390627861,0.0841247821226716,31.763675628943197,0.7705745058833884
13,40.893932856603755,20.5986705074143,0.08490365433196227,0.08082951574275891,0.0828665850373606,30.99575600511635,0.7679196238268489
14,40.926788106524754,22.26070620213318,0.08701929822564125,0.08154528153439362,0.08428228988001743,31.896831123838737,0.9010751187223889
15,40.71411177394849,21.17269274517016,0.08536975644528866,0.08215451426804066,0.08376213535666466,31.130928503956834,0.7659026198819028
16,40.71411177394849,25.526852787946737,0.08493524044752121,0.0804091456035773,0.08267219302554926,33.328348348347504,2.1974198443906694
