,lks
0,0.0073199153412133455
1,0.007524141964192192
2,0.007694088853895664
3,0.00796004089837273
4,0.007927349225307504
5,0.00788729335181415
6,0.007778288796544075
7,0.008213480236008763
8,0.007747878010074298
9,0.008062108497445783
10,0.008441018173471093
11,0.008105872043718895
12,0.008028316466758648
13,0.008269333823894462
14,0.008095799169192711
15,0.008294703361267844
16,0.008853509634112319
17,0.008207552134990692
18,0.008102024905383587
19,0.009245062246918678
20,0.008320338558405638
21,0.008350143829981485
22,0.009875166928395629
23,0.008658913507436713
24,0.008468080777674913
25,0.009527149377390742
26,0.008906963203723231
27,0.008666944922879338
28,0.009280127473175526
29,0.00838778167963028
30,0.007901977902899185
31,0.00807036024828752
32,0.008263795170933008
33,0.008286155760288239
34,0.00856433187921842
35,0.009017356516172489
36,0.00826339703053236
37,0.008513430211072167
38,0.008633530155445138
39,0.009282447630539536
40,0.007893399568274617
41,0.008419285528361797
42,0.0076492661610245705
43,0.007992551739638051
44,0.008233232035612067
45,0.00952201895415783
46,0.008769048222651085
47,0.008963853276024262
48,0.008585477247834206
49,0.00837162851045529
50,0.008108563565959534
51,0.007955416726569334
52,0.008993629831820726
53,0.007944790413603187
54,0.008052521850913763
55,0.0075289367232471704
56,0.008892544855674108
57,0.00812594530483087
58,0.008665408783902725
59,0.008519230720897516
60,0.00750499094525973
61,0.007848862480993072
62,0.007714111357927322
63,0.008001419249922037
64,0.008135176341359815
65,0.00810719863511622
66,0.008096752300237616
67,0.008114869240671396
68,0.008252153638750315
69,0.008017550455406308
70,0.007913444424048066
71,0.007940044704203805
72,0.008052917352567116
73,0.007778016074250142
74,0.007816451679294309
75,0.00787020723025004
76,0.009337010715777675
77,0.007923257692406574
78,0.008395890782897672
79,0.008903097671767076
80,0.008133107951531807
81,0.008155194111168385
82,0.008377445163205266
83,0.008147142749900619
84,0.007812712729598085
85,0.008321744777883092
86,0.008183010931437215
87,0.007701153478895624
88,0.008362606012572845
89,0.008342744006464878
90,0.008236558564628163
91,0.007671352553491791
92,0.007982135517522693
93,0.007829427408675352
94,0.00840206335609158
95,0.008197550273810824
96,0.007965031157558164
97,0.008154284209012985
98,0.008084650539482633
99,0.008285703525568048
100,0.007619163487106562
101,0.008181265012050668
102,0.008323788487662872
103,0.008911422065769633
104,0.00892785556303958
105,0.008670081151649356
106,0.008948801240573326
107,0.00886461635430654
108,0.008258981009324392
109,0.008236457128077745
110,0.007683980356281002
111,0.007697501918300986
112,0.007514474991088112
113,0.007749855595951279
114,0.007773812860250473
115,0.007641260356952746
116,0.0074920611611257
117,0.007613348852222164
118,0.007932958969225487
119,0.007911945460364223
120,0.008278046268969774
121,0.008417651833345493
122,0.008223948767408729
123,0.007987289456650615
124,0.00854825833812356
125,0.008163749473169446
126,0.007865141766766707
127,0.007928557771568498
128,0.007765639030064146
129,0.00794934822867314
130,0.008086107127989331
131,0.008020826848223805
132,0.00824453371266524
133,0.008027138886973262
134,0.007942392956465483
135,0.008100703358650208
136,0.008526826199765006
137,0.008467792222897211
138,0.008394080524643263
139,0.008146784578760466
140,0.008505133756746849
141,0.008378652079651753
142,0.008246492284039656
143,0.008294652759407958
144,0.008134929075216254
145,0.007835100637748837
146,0.008222121822958192
147,0.00796521493854622
148,0.009227320629482469
149,0.00885047197031478
150,0.010460567039748033
151,0.010469623686124882
152,0.008872108611588677
153,0.010027099400758743
154,0.009237287643676003
155,0.00869806824872891
156,0.01070211261200408
157,0.009755697178964814
158,0.01240964284321914
159,0.011962340213358402
160,0.007961512465650836
161,0.014421605505049229
162,0.01822174045567711
163,0.009504152772327265
164,0.016702366527169943
165,0.02191465658446153
166,0.017737208244701225
167,0.0143427982305487
168,0.012924820650368929
169,0.008405445454021295
170,0.006757830269634724
171,0.0245351434374849
172,0.01582225163777669
173,0.010358485703667005
174,0.011430217263599237
175,0.010444026750822863
176,0.012422444997355342
177,0.05437090822185079
178,0.05249344278126955
179,0.021204359518984955
180,0.013221316660443941
181,0.010564584285020828
182,0.00984850541378061
183,0.008214861309776703
184,0.009187822540601095
185,0.009124298579990864
186,0.008955833657334248
187,0.010054866783320904
188,0.012452031951397657
189,0.009751966067900261
190,0.009633450924108425
191,0.008180330507457256
192,0.00908882093305389
193,0.006338320206850767
194,0.007541763906677564
195,0.008630564281096062
196,0.00824858962247769
197,0.00933513759324948
198,0.008600598045935234
199,0.0127199354271094
200,0.012860792533804974
201,0.011551068785289923
202,0.01296873235454162
203,0.011468435637652874
204,0.008801957281927267
205,0.011986412107944489
206,0.012888907920569181
207,0.017635214763383072
208,0.015794215413431328
209,0.007823192048817873
210,0.015530344021196166
211,0.007498459114382665
212,0.008845149694631496
213,0.010048039567967256
214,0.04945773476113876
215,0.043621165522684656
216,0.049129760436092816
217,0.012886654119938612
218,0.039037805361052356
219,0.008282517160599431
220,0.027430304946998756
221,0.0468343502531449
222,0.08093130464355151
223,0.11785907267282407
224,0.013757704446713129
225,0.02752463612705469
226,0.03460520847390095
227,0.020194660251339275
228,0.022300747223198414
229,0.018554278028508026
230,0.023171668872237206
231,0.02292872251321872
232,0.02176138541350762
233,0.03529053057233492
234,0.18533922638744116
235,0.036206732193628945
236,0.038590905256569386
237,0.02852616397043069
238,0.02761671816309293
239,0.031049582175910473
240,0.032246681240697704
241,0.04858496909340223
242,0.05457280638317267
243,0.04281494269768397
244,0.035937950015068054
245,0.035505382965008415
246,0.0348156231145064
247,0.033497321108977
248,0.034198026483257614
249,0.04511327917377154
250,0.03598931866387526
251,0.04084803722798824
252,0.03706162298719088
253,0.0359248382349809
254,0.03329409286379814
255,0.032546806459625564
256,0.04159205468992392
257,0.04569785172740618
258,0.04338953581949075
259,0.037275015686949096
260,0.032644146432479225
261,0.028526462614536285
262,0.028200121596455574
263,0.02838682693739732
264,0.029582388078173
265,0.0293945570786794
266,0.028636638075113297
267,0.026646142825484276
268,0.02689751610159874
269,0.026961591094732285
270,0.026811776061852772
271,0.026583729311823845
272,0.02680180532236894
273,0.027094483375549316
274,0.02695310426255067
275,0.027336008846759796
276,0.02814083794752757
277,0.028025293722748756
278,0.028168683250745136
279,0.028443655620018642
280,0.02708422640959422
281,0.027060833449165028
282,0.02708321250975132
283,0.027142979204654694
284,0.026774364213148754
285,0.02654850607117017
286,0.02645320196946462
287,0.027750490233302116
288,0.02642101359864076
289,0.026670786862572033
290,0.02635117620229721
291,0.02673544796804587
292,0.026649436602989834
293,0.026570767164230347
294,0.026744843771060307
295,0.026890617484847706
296,0.026633627712726593
297,0.02648261624077956
298,0.026649770016471546
299,0.026631685594717663
300,0.02677866816520691
301,0.026799629752834637
302,0.026495950917402904
303,0.026685607930024464
304,0.026562434310714405
305,0.02653929901619752
306,0.026636080195506413
307,0.026483844965696335
308,0.026538461446762085
309,0.026647517457604408
310,0.02647499864300092
311,0.02646740774313609
312,0.026665592566132545
313,0.026543404906988144
314,0.02620810518662135
315,0.026583110292752583
316,0.02647143540283044
317,0.02652228871981303
318,0.026623915260036785
319,0.02672824263572693
320,0.026662552108367283
321,0.026767697806159656
322,0.026626866931716602
323,0.026645877088109653
324,0.02666217399140199
325,0.02631088097890218
326,0.02645698127647241
327,0.02649087520937125
328,0.026203562195102375
329,0.02664643277724584
330,0.0264877254764239
331,0.026084146772821743
332,0.026288344835241634
333,0.026350027571121853
334,0.026194173842668533
335,0.026092625533541042
336,0.026176947479446728
337,0.02628541427354018
338,0.02628797044356664
339,0.02647542767226696
340,0.026941039289037388
341,0.02647182842095693
342,0.026653772220015526
343,0.026271839315692585
344,0.02662442810833454
345,0.02641989290714264
346,0.026356115316351254
347,0.026422911634047825
348,0.026465880994995434
349,0.026344971110423405
350,0.026420556008815765
351,0.026583952829241753
352,0.026429000000158947
353,0.026160651197036106
354,0.026641351481278736
355,0.026537612701455753
356,0.026166029274463654
357,0.02572779543697834
358,0.026365750779708225
359,0.026404420534769695
360,0.026423532515764236
361,0.02657730442782243
362,0.026599640647570293
363,0.02655857801437378
364,0.02690339336792628
365,0.026903583357731502
366,0.0264079204450051
367,0.026376305768887203
368,0.02677527318398158
369,0.02662740834057331
370,0.026281635587414105
371,0.02630270707110564
372,0.026207943136493366
373,0.02632162906229496
374,0.02620174301167329
375,0.026004261026779812
376,0.02589927613735199
377,0.025521137441198032
378,0.025675561899940174
379,0.026407921686768532
380,0.026189018040895462
381,0.026414935787518818
382,0.02621338702738285
383,0.026119578008850414
384,0.026067213465770084
385,0.026040691882371902
386,0.026342806095878284
387,0.026145799706379574
388,0.026348053788145382
389,0.02649674005806446
390,0.025874922672907513
391,0.026127440854907036
392,0.02616196187833945
393,0.025996139273047447
394,0.026142029091715813
395,0.02553798258304596
396,0.02565694848696391
397,0.02595339094599088
398,0.025893783196806908
399,0.02639179863035679
400,0.026064157485961914
401,0.025895704825719196
402,0.026163699105381966
403,0.026249400650461514
404,0.02615938646097978
405,0.026154212032755215
406,0.02629310575624307
407,0.026003144681453705
408,0.025922502701481182
409,0.025911614298820496
410,0.025895210603872936
411,0.02598531482120355
412,0.026092504461606342
413,0.02610243981083234
414,0.0264913197606802
415,0.02643473446369171
416,0.026341537634531658
417,0.026381507515907288
418,0.02637442760169506
419,0.0263873307655255
420,0.026397230103611946
421,0.02656751809020837
422,0.026676150038838387
423,0.026668783277273178
424,0.026527400438984234
425,0.026378977422912914
426,0.02731049247086048
427,0.026329858228564262
428,0.026575819899638493
429,0.02722233347594738
430,0.027509456500411034
431,0.02714363858103752
432,0.027451873446504276
433,0.027187935387094814
434,0.027113640680909157
435,0.026860209181904793
436,0.027270643040537834
437,0.02705715037882328
438,0.027536320810516674
439,0.02636851742863655
440,0.026514006157716114
441,0.02705681324005127
442,0.026397931079069775
443,0.025998664398988087
444,0.027120343099037807
445,0.026530858129262924
446,0.026621398826440174
447,0.02709692840774854
448,0.026777328923344612
449,0.026893023401498795
450,0.026941530406475067
451,0.027058882638812065
452,0.026969159642855327
453,0.02716438037653764
454,0.027068682635823887
455,0.027015261972943943
456,0.026820716137687366
457,0.027130597581466038
458,0.027221015344063442
459,0.027588161329428356
460,0.027132730310161907
461,0.02711201086640358
462,0.0270493949453036
463,0.026961170757810276
464,0.026584750041365623
465,0.027469930549462635
466,0.027001439904173214
467,0.027217887341976166
468,0.027175037190318108
469,0.027356563756863277
470,0.027207656453053158
471,0.027545298139254253
472,0.027467820172508556
473,0.027078136801719666
474,0.027446657419204712
