,x,y,z,dist,open
0,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
1,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
2,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
3,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
4,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
5,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
6,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
7,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
8,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
9,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
10,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
11,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
12,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
13,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
14,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
15,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
16,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
17,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
18,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
19,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
20,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
21,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
22,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
23,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
24,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
25,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
26,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
27,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
28,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
29,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
30,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
31,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
32,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
33,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
34,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
35,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
36,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
37,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
38,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
39,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
40,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
41,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
42,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
43,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
44,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
45,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
46,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
47,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
48,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
49,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
50,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
51,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
52,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
53,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
54,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
55,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
56,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
57,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
58,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
59,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
60,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
61,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
62,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
63,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
64,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
65,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
66,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
67,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
68,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
69,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
70,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
71,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
72,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
73,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
74,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
75,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
76,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
77,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
78,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
79,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
80,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
81,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
82,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
83,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
84,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
85,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
86,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
87,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
88,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
89,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
90,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
91,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
92,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
93,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
94,-10.37875227003833,35.77003590552033,10.116378618839786,1.4599909749821292,0
